State,Year,rounded_time,num_fatalities_time,theta
Tas,1993,1:00:00 PM,3,0
Tas,1993,2:00:00 PM,1,30
Tas,1993,3:00:00 PM,5,45
Tas,1993,4:00:00 PM,1,45
Tas,1993,5:00:00 PM,4,75
Tas,1993,6:00:00 PM,2,90
Tas,1993,7:00:00 PM,1,90
Tas,1993,8:00:00 PM,1,120
Tas,1993,10:00:00 PM,1,135
Tas,1993,11:00:00 PM,4,165
Tas,1994,12:00:00 AM,3,-180
Tas,1994,1:00:00 AM,1,-180
Tas,1994,2:00:00 AM,1,-150
Tas,1994,3:00:00 AM,3,-135
Tas,1994,4:00:00 AM,1,-135
Tas,1994,9:00:00 AM,1,-45
Tas,1994,10:00:00 AM,3,-45
Tas,1994,11:00:00 AM,5,-15
Tas,1994,12:00:00 PM,3,0
Tas,1994,1:00:00 PM,3,0
Tas,1994,2:00:00 PM,4,30
Tas,1994,3:00:00 PM,3,45
Tas,1994,4:00:00 PM,4,45
Tas,1994,5:00:00 PM,3,75
Tas,1994,6:00:00 PM,3,90
Tas,1994,7:00:00 PM,5,90
Tas,1994,8:00:00 PM,3,120
Tas,1994,9:00:00 PM,5,135
Tas,1994,11:00:00 PM,4,165
Tas,1995,1:00:00 AM,4,-180
Tas,1995,2:00:00 AM,1,-150
Tas,1995,3:00:00 AM,1,-135
Tas,1995,5:00:00 AM,1,-105
Tas,1995,6:00:00 AM,1,-90
Tas,1995,7:00:00 AM,1,-90
Tas,1995,8:00:00 AM,2,-60
Tas,1995,10:00:00 AM,3,-45
Tas,1995,11:00:00 AM,1,-15
Tas,1995,12:00:00 PM,4,0
Tas,1995,1:00:00 PM,1,0
Tas,1995,2:00:00 PM,2,30
Tas,1995,3:00:00 PM,4,45
Tas,1995,4:00:00 PM,4,45
Tas,1995,5:00:00 PM,3,75
Tas,1995,6:00:00 PM,5,90
Tas,1995,7:00:00 PM,6,90
Tas,1995,8:00:00 PM,3,120
Tas,1995,9:00:00 PM,4,135
Tas,1995,10:00:00 PM,2,135
Tas,1995,11:00:00 PM,4,165
Tas,1996,12:00:00 AM,1,-180
Tas,1996,1:00:00 AM,3,-180
Tas,1996,2:00:00 AM,2,-150
Tas,1996,3:00:00 AM,2,-135
Tas,1996,4:00:00 AM,1,-135
Tas,1996,5:00:00 AM,1,-105
Tas,1996,7:00:00 AM,1,-90
Tas,1996,9:00:00 AM,1,-45
Tas,1996,10:00:00 AM,1,-45
Tas,1996,11:00:00 AM,1,-15
Tas,1996,12:00:00 PM,1,0
Tas,1996,1:00:00 PM,7,0
Tas,1996,2:00:00 PM,4,30
Tas,1996,3:00:00 PM,5,45
Tas,1996,4:00:00 PM,8,45
Tas,1996,5:00:00 PM,6,75
Tas,1996,6:00:00 PM,9,90
Tas,1996,7:00:00 PM,3,90
Tas,1996,8:00:00 PM,1,120
Tas,1996,9:00:00 PM,3,135
Tas,1996,10:00:00 PM,2,135
Tas,1996,11:00:00 PM,1,165
Tas,1997,12:00:00 AM,1,-180
Tas,1997,1:00:00 AM,1,-180
Tas,1997,4:00:00 AM,1,-135
Tas,1997,11:00:00 AM,1,-15
Tas,1997,12:00:00 PM,1,0
Tas,1997,1:00:00 PM,3,0
Tas,1997,2:00:00 PM,5,30
Tas,1997,3:00:00 PM,3,45
Tas,1997,4:00:00 PM,7,45
Tas,1997,6:00:00 PM,3,90
Tas,1997,7:00:00 PM,1,90
Tas,1997,9:00:00 PM,1,135
Tas,1997,10:00:00 PM,2,135
Tas,1997,11:00:00 PM,2,165
Tas,1998,12:00:00 AM,2,-180
Tas,1998,1:00:00 AM,3,-180
Tas,1998,3:00:00 AM,1,-135
Tas,1998,4:00:00 AM,1,-135
Tas,1998,7:00:00 AM,2,-90
Tas,1998,8:00:00 AM,2,-60
Tas,1998,10:00:00 AM,3,-45
Tas,1998,11:00:00 AM,1,-15
Tas,1998,12:00:00 PM,1,0
Tas,1998,1:00:00 PM,2,0
Tas,1998,2:00:00 PM,2,30
Tas,1998,3:00:00 PM,1,45
Tas,1998,4:00:00 PM,2,45
Tas,1998,5:00:00 PM,5,75
Tas,1998,6:00:00 PM,4,90
Tas,1998,7:00:00 PM,4,90
Tas,1998,8:00:00 PM,7,120
Tas,1998,9:00:00 PM,1,135
Tas,1998,10:00:00 PM,2,135
Tas,1998,11:00:00 PM,1,165
Tas,1999,12:00:00 AM,3,-180
Tas,1999,2:00:00 AM,3,-150
Tas,1999,3:00:00 AM,3,-135
Tas,1999,5:00:00 AM,2,-105
Tas,1999,6:00:00 AM,1,-90
Tas,1999,7:00:00 AM,2,-90
Tas,1999,9:00:00 AM,2,-45
Tas,1999,10:00:00 AM,2,-45
Tas,1999,11:00:00 AM,2,-15
Tas,1999,12:00:00 PM,1,0
Tas,1999,1:00:00 PM,1,0
Tas,1999,2:00:00 PM,6,30
Tas,1999,3:00:00 PM,6,45
Tas,1999,4:00:00 PM,5,45
Tas,1999,5:00:00 PM,4,75
Tas,1999,6:00:00 PM,2,90
Tas,1999,7:00:00 PM,2,90
Tas,1999,8:00:00 PM,3,120
Tas,1999,9:00:00 PM,3,135
Tas,2000,1:00:00 AM,2,-180
Tas,2000,2:00:00 AM,3,-150
Tas,2000,3:00:00 AM,2,-135
Tas,2000,4:00:00 AM,1,-135
Tas,2000,8:00:00 AM,1,-60
Tas,2000,9:00:00 AM,2,-45
Tas,2000,10:00:00 AM,1,-45
Tas,2000,11:00:00 AM,1,-15
Tas,2000,12:00:00 PM,1,0
Tas,2000,1:00:00 PM,2,0
Tas,2000,2:00:00 PM,3,30
Tas,2000,3:00:00 PM,4,45
Tas,2000,5:00:00 PM,7,75
Tas,2000,7:00:00 PM,4,90
Tas,2000,8:00:00 PM,4,120
Tas,2000,9:00:00 PM,3,135
Tas,2000,10:00:00 PM,1,135
Tas,2000,11:00:00 PM,1,165
Tas,2001,12:00:00 AM,4,-180
Tas,2001,1:00:00 AM,1,-180
Tas,2001,2:00:00 AM,1,-150
Tas,2001,4:00:00 AM,1,-135
Tas,2001,5:00:00 AM,1,-105
Tas,2001,6:00:00 AM,2,-90
Tas,2001,8:00:00 AM,2,-60
Tas,2001,9:00:00 AM,2,-45
Tas,2001,10:00:00 AM,1,-45
Tas,2001,11:00:00 AM,3,-15
Tas,2001,12:00:00 PM,4,0
Tas,2001,1:00:00 PM,3,0
Tas,2001,2:00:00 PM,3,30
Tas,2001,3:00:00 PM,4,45
Tas,2001,4:00:00 PM,5,45
Tas,2001,5:00:00 PM,5,75
Tas,2001,6:00:00 PM,4,90
Tas,2001,7:00:00 PM,2,90
Tas,2001,8:00:00 PM,4,120
Tas,2001,9:00:00 PM,1,135
Tas,2001,10:00:00 PM,7,135
Tas,2001,11:00:00 PM,1,165
Tas,2002,12:00:00 AM,1,-180
Tas,2002,1:00:00 AM,1,-180
Tas,2002,2:00:00 AM,2,-150
Tas,2002,4:00:00 AM,2,-135
Tas,2002,6:00:00 AM,1,-90
Tas,2002,9:00:00 AM,1,-45
Tas,2002,10:00:00 AM,2,-45
Tas,2002,11:00:00 AM,3,-15
Tas,2002,1:00:00 PM,1,0
Tas,2002,2:00:00 PM,1,30
Tas,2002,3:00:00 PM,5,45
Tas,2002,4:00:00 PM,2,45
Tas,2002,5:00:00 PM,1,75
Tas,2002,6:00:00 PM,3,90
Tas,2002,7:00:00 PM,2,90
Tas,2002,8:00:00 PM,2,120
Tas,2002,9:00:00 PM,3,135
Tas,2002,10:00:00 PM,1,135
Tas,2002,11:00:00 PM,3,165
Tas,2003,1:00:00 AM,2,-180
Tas,2003,2:00:00 AM,3,-150
Tas,2003,3:00:00 AM,1,-135
Tas,2003,7:00:00 AM,1,-90
Tas,2003,9:00:00 AM,1,-45
Tas,2003,10:00:00 AM,1,-45
Tas,2003,11:00:00 AM,3,-15
Tas,2003,12:00:00 PM,1,0
Tas,2003,1:00:00 PM,2,0
Tas,2003,2:00:00 PM,6,30
Tas,2003,3:00:00 PM,3,45
Tas,2003,4:00:00 PM,2,45
Tas,2003,5:00:00 PM,2,75
Tas,2003,6:00:00 PM,3,90
Tas,2003,7:00:00 PM,2,90
Tas,2003,8:00:00 PM,3,120
Tas,2003,9:00:00 PM,1,135
Tas,2003,10:00:00 PM,1,135
Tas,2003,11:00:00 PM,2,165
Tas,2004,12:00:00 AM,3,-180
Tas,2004,1:00:00 AM,1,-180
Tas,2004,2:00:00 AM,4,-150
Tas,2004,3:00:00 AM,2,-135
Tas,2004,4:00:00 AM,1,-135
Tas,2004,5:00:00 AM,1,-105
Tas,2004,6:00:00 AM,2,-90
Tas,2004,7:00:00 AM,2,-90
Tas,2004,9:00:00 AM,2,-45
Tas,2004,10:00:00 AM,1,-45
Tas,2004,11:00:00 AM,3,-15
Tas,2004,12:00:00 PM,2,0
Tas,2004,1:00:00 PM,1,0
Tas,2004,2:00:00 PM,3,30
Tas,2004,3:00:00 PM,2,45
Tas,2004,4:00:00 PM,5,45
Tas,2004,5:00:00 PM,7,75
Tas,2004,6:00:00 PM,2,90
Tas,2004,7:00:00 PM,2,90
Tas,2004,8:00:00 PM,4,120
Tas,2004,9:00:00 PM,1,135
Tas,2004,10:00:00 PM,2,135
Tas,2004,11:00:00 PM,5,165
Tas,2005,12:00:00 AM,2,-180
Tas,2005,1:00:00 AM,1,-180
Tas,2005,2:00:00 AM,1,-150
Tas,2005,3:00:00 AM,1,-135
Tas,2005,8:00:00 AM,1,-60
Tas,2005,10:00:00 AM,3,-45
Tas,2005,11:00:00 AM,3,-15
Tas,2005,12:00:00 PM,5,0
Tas,2005,1:00:00 PM,1,0
Tas,2005,2:00:00 PM,4,30
Tas,2005,3:00:00 PM,3,45
Tas,2005,4:00:00 PM,3,45
Tas,2005,5:00:00 PM,8,75
Tas,2005,6:00:00 PM,5,90
Tas,2005,7:00:00 PM,4,90
Tas,2005,8:00:00 PM,1,120
Tas,2005,9:00:00 PM,1,135
Tas,2005,10:00:00 PM,2,135
Tas,2005,11:00:00 PM,2,165
Tas,2006,1:00:00 AM,2,-180
Tas,2006,2:00:00 AM,2,-150
Tas,2006,4:00:00 AM,4,-135
Tas,2006,5:00:00 AM,3,-105
Tas,2006,6:00:00 AM,1,-90
Tas,2006,9:00:00 AM,5,-45
Tas,2006,12:00:00 PM,1,0
Tas,2006,1:00:00 PM,2,0
Tas,2006,2:00:00 PM,7,30
Tas,2006,3:00:00 PM,5,45
Tas,2006,4:00:00 PM,3,45
Tas,2006,5:00:00 PM,2,75
Tas,2006,6:00:00 PM,5,90
Tas,2006,7:00:00 PM,3,90
Tas,2006,8:00:00 PM,2,120
Tas,2006,9:00:00 PM,1,135
Tas,2006,10:00:00 PM,6,135
Tas,2006,11:00:00 PM,1,165
Tas,2007,12:00:00 AM,2,-180
Tas,2007,1:00:00 AM,1,-180
Tas,2007,4:00:00 AM,1,-135
Tas,2007,6:00:00 AM,3,-90
Tas,2007,7:00:00 AM,1,-90
Tas,2007,10:00:00 AM,2,-45
Tas,2007,11:00:00 AM,6,-15
Tas,2007,12:00:00 PM,2,0
Tas,2007,1:00:00 PM,1,0
Tas,2007,2:00:00 PM,3,30
Tas,2007,4:00:00 PM,1,45
Tas,2007,5:00:00 PM,3,75
Tas,2007,6:00:00 PM,2,90
Tas,2007,7:00:00 PM,1,90
Tas,2007,8:00:00 PM,6,120
Tas,2007,9:00:00 PM,1,135
Tas,2007,10:00:00 PM,7,135
Tas,2007,11:00:00 PM,2,165
Tas,2008,12:00:00 AM,2,-180
Tas,2008,1:00:00 AM,1,-180
Tas,2008,2:00:00 AM,1,-150
Tas,2008,4:00:00 AM,1,-135
Tas,2008,8:00:00 AM,3,-60
Tas,2008,9:00:00 AM,2,-45
Tas,2008,11:00:00 AM,1,-15
Tas,2008,12:00:00 PM,3,0
Tas,2008,2:00:00 PM,2,30
Tas,2008,4:00:00 PM,6,45
Tas,2008,5:00:00 PM,2,75
Tas,2008,6:00:00 PM,2,90
Tas,2008,7:00:00 PM,3,90
Tas,2008,8:00:00 PM,4,120
Tas,2008,9:00:00 PM,4,135
Tas,2008,10:00:00 PM,1,135
Tas,2008,11:00:00 PM,1,165
Tas,2009,12:00:00 AM,3,-180
Tas,2009,2:00:00 AM,2,-150
Tas,2009,4:00:00 AM,2,-135
Tas,2009,5:00:00 AM,1,-105
Tas,2009,6:00:00 AM,2,-90
Tas,2009,7:00:00 AM,2,-90
Tas,2009,8:00:00 AM,6,-60
Tas,2009,9:00:00 AM,1,-45
Tas,2009,11:00:00 AM,8,-15
Tas,2009,12:00:00 PM,3,0
Tas,2009,1:00:00 PM,5,0
Tas,2009,2:00:00 PM,4,30
Tas,2009,3:00:00 PM,2,45
Tas,2009,4:00:00 PM,5,45
Tas,2009,5:00:00 PM,9,75
Tas,2009,6:00:00 PM,1,90
Tas,2009,7:00:00 PM,4,90
Tas,2009,11:00:00 PM,3,165
Tas,2010,12:00:00 AM,1,-180
Tas,2010,1:00:00 AM,1,-180
Tas,2010,2:00:00 AM,1,-150
Tas,2010,3:00:00 AM,2,-135
Tas,2010,5:00:00 AM,1,-105
Tas,2010,6:00:00 AM,1,-90
Tas,2010,8:00:00 AM,2,-60
Tas,2010,10:00:00 AM,3,-45
Tas,2010,11:00:00 AM,4,-15
Tas,2010,12:00:00 PM,2,0
Tas,2010,2:00:00 PM,2,30
Tas,2010,3:00:00 PM,2,45
Tas,2010,4:00:00 PM,1,45
Tas,2010,5:00:00 PM,3,75
Tas,2010,6:00:00 PM,2,90
Tas,2010,7:00:00 PM,2,90
Tas,2010,10:00:00 PM,1,135
Tas,2011,2:00:00 AM,2,-150
Tas,2011,6:00:00 AM,1,-90
Tas,2011,8:00:00 AM,2,-60
Tas,2011,9:00:00 AM,2,-45
Tas,2011,10:00:00 AM,2,-45
Tas,2011,11:00:00 AM,1,-15
Tas,2011,12:00:00 PM,2,0
Tas,2011,1:00:00 PM,3,0
Tas,2011,4:00:00 PM,1,45
Tas,2011,5:00:00 PM,1,75
Tas,2011,6:00:00 PM,1,90
Tas,2011,7:00:00 PM,2,90
Tas,2011,9:00:00 PM,2,135
Tas,2011,11:00:00 PM,2,165
Tas,2012,1:00:00 AM,1,-180
Tas,2012,2:00:00 AM,1,-150
Tas,2012,3:00:00 AM,1,-135
Tas,2012,7:00:00 AM,1,-90
Tas,2012,8:00:00 AM,2,-60
Tas,2012,9:00:00 AM,1,-45
Tas,2012,10:00:00 AM,1,-45
Tas,2012,11:00:00 AM,2,-15
Tas,2012,1:00:00 PM,5,0
Tas,2012,2:00:00 PM,2,30
Tas,2012,3:00:00 PM,3,45
Tas,2012,4:00:00 PM,3,45
Tas,2012,5:00:00 PM,2,75
Tas,2012,6:00:00 PM,4,90
Tas,2012,7:00:00 PM,1,90
Tas,2012,11:00:00 PM,1,165
Tas,2013,1:00:00 AM,1,-180
Tas,2013,2:00:00 AM,1,-150
Tas,2013,3:00:00 AM,1,-135
Tas,2013,7:00:00 AM,3,-90
Tas,2013,9:00:00 AM,2,-45
Tas,2013,10:00:00 AM,1,-45
Tas,2013,11:00:00 AM,5,-15
Tas,2013,12:00:00 PM,3,0
Tas,2013,1:00:00 PM,2,0
Tas,2013,2:00:00 PM,3,30
Tas,2013,3:00:00 PM,2,45
Tas,2013,4:00:00 PM,2,45
Tas,2013,5:00:00 PM,1,75
Tas,2013,6:00:00 PM,3,90
Tas,2013,7:00:00 PM,1,90
Tas,2013,9:00:00 PM,1,135
Tas,2013,10:00:00 PM,3,135
Tas,2013,11:00:00 PM,1,165
Tas,2014,1:00:00 AM,1,-180
Tas,2014,6:00:00 AM,1,-90
Tas,2014,7:00:00 AM,1,-90
Tas,2014,9:00:00 AM,1,-45
Tas,2014,11:00:00 AM,4,-15
Tas,2014,12:00:00 PM,1,0
Tas,2014,1:00:00 PM,3,0
Tas,2014,2:00:00 PM,2,30
Tas,2014,3:00:00 PM,4,45
Tas,2014,4:00:00 PM,2,45
Tas,2014,5:00:00 PM,4,75
Tas,2014,6:00:00 PM,5,90
Tas,2014,9:00:00 PM,2,135
Tas,2014,11:00:00 PM,2,165
Tas,2015,1:00:00 AM,2,-180
Tas,2015,3:00:00 AM,1,-135
Tas,2015,4:00:00 AM,1,-135
Tas,2015,7:00:00 AM,1,-90
Tas,2015,9:00:00 AM,3,-45
Tas,2015,10:00:00 AM,1,-45
Tas,2015,11:00:00 AM,3,-15
Tas,2015,1:00:00 PM,4,0
Tas,2015,2:00:00 PM,4,30
Tas,2015,3:00:00 PM,2,45
Tas,2015,4:00:00 PM,3,45
Tas,2015,5:00:00 PM,2,75
Tas,2015,6:00:00 PM,3,90
Tas,2015,7:00:00 PM,1,90
Tas,2015,8:00:00 PM,1,120
Tas,2015,9:00:00 PM,1,135
Tas,2015,10:00:00 PM,1,135
Tas,2016,12:00:00 AM,1,-180
Tas,2016,1:00:00 AM,2,-180
Tas,2016,3:00:00 AM,1,-135
Tas,2016,7:00:00 AM,1,-90
Tas,2016,8:00:00 AM,1,-60
Tas,2016,10:00:00 AM,3,-45
Tas,2016,12:00:00 PM,3,0
Tas,2016,1:00:00 PM,4,0
Tas,2016,2:00:00 PM,2,30
Tas,2016,3:00:00 PM,2,45
Tas,2016,4:00:00 PM,1,45
Tas,2016,5:00:00 PM,4,75
Tas,2016,6:00:00 PM,2,90
Tas,2016,8:00:00 PM,4,120
Tas,2016,9:00:00 PM,3,135
Tas,2016,11:00:00 PM,3,165
Tas,2017,12:00:00 AM,1,-180
Tas,2017,4:00:00 AM,1,-135
Tas,2017,6:00:00 AM,1,-90
Tas,2017,7:00:00 AM,1,-90
Tas,2017,8:00:00 AM,1,-60
Tas,2017,9:00:00 AM,3,-45
Tas,2017,10:00:00 AM,2,-45
Tas,2017,11:00:00 AM,1,-15
Tas,2017,12:00:00 PM,2,0
Tas,2017,1:00:00 PM,1,0
Tas,2017,2:00:00 PM,1,30
Tas,2017,3:00:00 PM,3,45
Tas,2017,4:00:00 PM,1,45
Tas,2017,6:00:00 PM,4,90
Tas,2017,7:00:00 PM,2,90
Tas,2017,9:00:00 PM,4,135
Tas,2017,10:00:00 PM,2,135
Tas,2017,11:00:00 PM,1,165
Tas,2018,1:00:00 AM,1,-180
Tas,2018,2:00:00 AM,1,-150
Tas,2018,4:00:00 AM,1,-135
Tas,2018,5:00:00 AM,1,-105
Tas,2018,6:00:00 AM,1,-90
Tas,2018,7:00:00 AM,1,-90
Tas,2018,8:00:00 AM,2,-60
Tas,2018,10:00:00 AM,4,-45
Tas,2018,11:00:00 AM,3,-15
Tas,2018,12:00:00 PM,1,0
Tas,2018,1:00:00 PM,1,0
Tas,2018,2:00:00 PM,3,30
Tas,2018,3:00:00 PM,2,45
Tas,2018,4:00:00 PM,3,45
Tas,2018,6:00:00 PM,1,90
Tas,2018,8:00:00 PM,4,120
Tas,2018,10:00:00 PM,1,135
Tas,2018,11:00:00 PM,1,165
Tas,2019,12:00:00 AM,3,-180
Tas,2019,3:00:00 AM,2,-135
Tas,2019,5:00:00 AM,2,-105
Tas,2019,7:00:00 AM,2,-90
Tas,2019,9:00:00 AM,3,-45
Tas,2019,10:00:00 AM,2,-45
Tas,2019,11:00:00 AM,1,-15
Tas,2019,12:00:00 PM,2,0
Tas,2019,2:00:00 PM,3,30
Tas,2019,3:00:00 PM,2,45
Tas,2019,5:00:00 PM,1,75
Tas,2019,6:00:00 PM,3,90
Tas,2019,8:00:00 PM,1,120
Tas,2019,9:00:00 PM,1,135
Tas,2019,11:00:00 PM,1,165
Tas,2020,12:00:00 AM,4,-180
Tas,2020,1:00:00 AM,2,-180
Tas,2020,6:00:00 AM,5,-90
Tas,2020,8:00:00 AM,1,-60
Tas,2020,9:00:00 AM,2,-45
Tas,2020,11:00:00 AM,2,-15
Tas,2020,1:00:00 PM,4,0
Tas,2020,2:00:00 PM,1,30
Tas,2020,3:00:00 PM,2,45
Tas,2020,4:00:00 PM,2,45
Tas,2020,5:00:00 PM,3,75
Tas,2020,6:00:00 PM,2,90
Tas,2020,7:00:00 PM,1,90
Tas,2020,8:00:00 PM,3,120
Tas,2020,9:00:00 PM,2,135
Tas,2020,10:00:00 PM,1,135
Tas,2021,12:00:00 AM,1,-180
Tas,2021,1:00:00 AM,1,-180
Tas,2021,2:00:00 AM,1,-150
Tas,2021,5:00:00 AM,1,-105
Tas,2021,7:00:00 AM,1,-90
Tas,2021,9:00:00 AM,1,-45
Tas,2021,10:00:00 AM,1,-45
Tas,2021,11:00:00 AM,2,-15
Tas,2021,12:00:00 PM,3,0
Tas,2021,1:00:00 PM,1,0
Tas,2021,2:00:00 PM,5,30
Tas,2021,3:00:00 PM,4,45
Tas,2021,4:00:00 PM,1,45
Tas,2021,5:00:00 PM,1,75
Tas,2021,6:00:00 PM,1,90
Tas,2021,7:00:00 PM,1,90
Tas,2021,8:00:00 PM,3,120
Tas,2021,9:00:00 PM,2,135
Tas,2021,10:00:00 PM,1,135
Tas,2021,11:00:00 PM,3,165
Tas,2022,12:00:00 AM,1,-180
Tas,2022,6:00:00 AM,2,-90
Tas,2022,7:00:00 AM,2,-90
Tas,2022,8:00:00 AM,1,-60
Tas,2022,11:00:00 AM,3,-15
Tas,2022,12:00:00 PM,1,0
Tas,2022,1:00:00 PM,2,0
Tas,2022,2:00:00 PM,1,30
Tas,2022,3:00:00 PM,2,45
Tas,2022,4:00:00 PM,3,45
Tas,2022,5:00:00 PM,9,75
Tas,2022,6:00:00 PM,3,90
Tas,2022,7:00:00 PM,5,90
Tas,2022,8:00:00 PM,1,120
Tas,2022,9:00:00 PM,1,135
Tas,2022,10:00:00 PM,3,135
Vic,1989,12:00:00 AM,28,-180
Vic,1989,1:00:00 AM,32,-180
Vic,1989,2:00:00 AM,24,-150
Vic,1989,3:00:00 AM,23,-135
Vic,1989,4:00:00 AM,7,-135
Vic,1989,5:00:00 AM,11,-105
Vic,1989,6:00:00 AM,19,-90
Vic,1989,7:00:00 AM,20,-90
Vic,1989,8:00:00 AM,22,-60
Vic,1989,9:00:00 AM,20,-45
Vic,1989,10:00:00 AM,33,-45
Vic,1989,11:00:00 AM,23,-15
Vic,1989,12:00:00 PM,30,0
Vic,1989,1:00:00 PM,42,0
Vic,1989,2:00:00 PM,39,30
Vic,1989,3:00:00 PM,37,45
Vic,1989,4:00:00 PM,42,45
Vic,1989,5:00:00 PM,44,75
Vic,1989,6:00:00 PM,56,90
Vic,1989,7:00:00 PM,52,90
Vic,1989,8:00:00 PM,56,120
Vic,1989,9:00:00 PM,45,135
Vic,1989,10:00:00 PM,38,135
Vic,1989,11:00:00 PM,33,165
Vic,1990,12:00:00 AM,13,-180
Vic,1990,1:00:00 AM,22,-180
Vic,1990,2:00:00 AM,20,-150
Vic,1990,3:00:00 AM,13,-135
Vic,1990,4:00:00 AM,15,-135
Vic,1990,5:00:00 AM,13,-105
Vic,1990,6:00:00 AM,12,-90
Vic,1990,7:00:00 AM,28,-90
Vic,1990,8:00:00 AM,17,-60
Vic,1990,9:00:00 AM,15,-45
Vic,1990,10:00:00 AM,18,-45
Vic,1990,11:00:00 AM,14,-15
Vic,1990,12:00:00 PM,22,0
Vic,1990,1:00:00 PM,23,0
Vic,1990,2:00:00 PM,22,30
Vic,1990,3:00:00 PM,36,45
Vic,1990,4:00:00 PM,41,45
Vic,1990,5:00:00 PM,39,75
Vic,1990,6:00:00 PM,29,90
Vic,1990,7:00:00 PM,35,90
Vic,1990,8:00:00 PM,29,120
Vic,1990,9:00:00 PM,23,135
Vic,1990,10:00:00 PM,19,135
Vic,1990,11:00:00 PM,29,165
Vic,1991,12:00:00 AM,27,-180
Vic,1991,1:00:00 AM,18,-180
Vic,1991,2:00:00 AM,16,-150
Vic,1991,3:00:00 AM,13,-135
Vic,1991,4:00:00 AM,7,-135
Vic,1991,5:00:00 AM,15,-105
Vic,1991,6:00:00 AM,11,-90
Vic,1991,7:00:00 AM,18,-90
Vic,1991,8:00:00 AM,7,-60
Vic,1991,9:00:00 AM,15,-45
Vic,1991,10:00:00 AM,11,-45
Vic,1991,11:00:00 AM,16,-15
Vic,1991,12:00:00 PM,21,0
Vic,1991,1:00:00 PM,22,0
Vic,1991,2:00:00 PM,28,30
Vic,1991,3:00:00 PM,19,45
Vic,1991,4:00:00 PM,47,45
Vic,1991,5:00:00 PM,36,75
Vic,1991,6:00:00 PM,27,90
Vic,1991,7:00:00 PM,29,90
Vic,1991,8:00:00 PM,30,120
Vic,1991,9:00:00 PM,26,135
Vic,1991,10:00:00 PM,25,135
Vic,1991,11:00:00 PM,18,165
Vic,1992,12:00:00 AM,12,-180
Vic,1992,1:00:00 AM,16,-180
Vic,1992,2:00:00 AM,21,-150
Vic,1992,3:00:00 AM,12,-135
Vic,1992,4:00:00 AM,7,-135
Vic,1992,5:00:00 AM,2,-105
Vic,1992,6:00:00 AM,13,-90
Vic,1992,7:00:00 AM,16,-90
Vic,1992,8:00:00 AM,10,-60
Vic,1992,9:00:00 AM,18,-45
Vic,1992,10:00:00 AM,14,-45
Vic,1992,11:00:00 AM,20,-15
Vic,1992,12:00:00 PM,22,0
Vic,1992,1:00:00 PM,18,0
Vic,1992,2:00:00 PM,26,30
Vic,1992,3:00:00 PM,19,45
Vic,1992,4:00:00 PM,28,45
Vic,1992,5:00:00 PM,25,75
Vic,1992,6:00:00 PM,22,90
Vic,1992,7:00:00 PM,9,90
Vic,1992,8:00:00 PM,29,120
Vic,1992,9:00:00 PM,20,135
Vic,1992,10:00:00 PM,6,135
Vic,1992,11:00:00 PM,11,165
Vic,1993,12:00:00 AM,19,-180
Vic,1993,1:00:00 AM,13,-180
Vic,1993,2:00:00 AM,18,-150
Vic,1993,3:00:00 AM,14,-135
Vic,1993,4:00:00 AM,4,-135
Vic,1993,5:00:00 AM,15,-105
Vic,1993,6:00:00 AM,11,-90
Vic,1993,7:00:00 AM,16,-90
Vic,1993,8:00:00 AM,20,-60
Vic,1993,9:00:00 AM,12,-45
Vic,1993,10:00:00 AM,12,-45
Vic,1993,11:00:00 AM,12,-15
Vic,1993,12:00:00 PM,34,0
Vic,1993,1:00:00 PM,16,0
Vic,1993,2:00:00 PM,15,30
Vic,1993,3:00:00 PM,22,45
Vic,1993,4:00:00 PM,24,45
Vic,1993,5:00:00 PM,27,75
Vic,1993,6:00:00 PM,25,90
Vic,1993,7:00:00 PM,25,90
Vic,1993,8:00:00 PM,24,120
Vic,1993,9:00:00 PM,12,135
Vic,1993,10:00:00 PM,22,135
Vic,1993,11:00:00 PM,23,165
Vic,1994,12:00:00 AM,15,-180
Vic,1994,1:00:00 AM,12,-180
Vic,1994,2:00:00 AM,9,-150
Vic,1994,3:00:00 AM,13,-135
Vic,1994,4:00:00 AM,7,-135
Vic,1994,5:00:00 AM,5,-105
Vic,1994,6:00:00 AM,9,-90
Vic,1994,7:00:00 AM,14,-90
Vic,1994,8:00:00 AM,18,-60
Vic,1994,9:00:00 AM,12,-45
Vic,1994,10:00:00 AM,20,-45
Vic,1994,11:00:00 AM,22,-15
Vic,1994,12:00:00 PM,26,0
Vic,1994,1:00:00 PM,15,0
Vic,1994,2:00:00 PM,21,30
Vic,1994,3:00:00 PM,22,45
Vic,1994,4:00:00 PM,20,45
Vic,1994,5:00:00 PM,22,75
Vic,1994,6:00:00 PM,16,90
Vic,1994,7:00:00 PM,26,90
Vic,1994,8:00:00 PM,20,120
Vic,1994,9:00:00 PM,9,135
Vic,1994,10:00:00 PM,17,135
Vic,1994,11:00:00 PM,7,165
Vic,1995,12:00:00 AM,22,-180
Vic,1995,1:00:00 AM,12,-180
Vic,1995,2:00:00 AM,11,-150
Vic,1995,3:00:00 AM,6,-135
Vic,1995,4:00:00 AM,6,-135
Vic,1995,5:00:00 AM,5,-105
Vic,1995,6:00:00 AM,12,-90
Vic,1995,7:00:00 AM,13,-90
